"edad" "desplazado_municipio" "anios_viviendo_municipio" "razon_desplazamiento" "padre_vive_hogar" "satisfecho" "ingreso_economico" "salud" "nivel_seguridad" "trabajo" "feliz" "tranquilidad" "vale_vivir" "ninos" "hogares_completos"
"2112" 75 "1" 75 "0" "3" 6 6 6 10 0 8 10 10 1 1
"2113" 52 "2" 2 "1" "3" 10 6 3 9 8 0 0 10 1 1
"2114" 39 "2" 2 "5" "3" 10 10 10 10 10 10 10 10 2 1
"2115" 59 "2" 2 "9" "3" 8 9 6 6 6 10 9 5 4 1
"2116" 47 "2" 2 "8" "3" 10 10 10 4 10 10 10 10 1 1
"2117" 53 "2" 2 "7" "3" 6 8 8 8 10 8 9 10 2 1
"2118" 73 "1" 73 "0" "3" 9 9 9 7 10 8 7 10 1 1
"2119" 55 "2" 2 "7" "2" 10 5 10 9 8 6 7 8 2 1
"2120" 42 "1" 42 "0" "2" 7 6 9 8 6 7 6 9 3 1
"2121" 46 "1" 46 "0" "2" 8 3 6 6 7 7 7 7 3 1
"2122" 33 "2" 2 "3" "2" 10 9 10 10 6 8 8 10 3 1
"2123" 35 "1" 35 "0" "2" 9 8 10 9 9 8 7 9 3 1
"2124" 39 "1" 39 "0" "3" 7 7 5 7 5 8 8 10 1 1
"2125" 59 "1" 59 "0" "3" 8 8 8 9 9 8 9 8 1 1
"2126" 52 "2" 2 "3" "2" 8 8 8 9 5 6 6 9 3 1
"2127" 55 "1" 55 "0" "3" 10 8 3 10 10 10 9 10 3 1
"2128" 53 "1" 53 "0" "2" 5 3 6 8 6 4 3 7 3 1
"2129" 56 "1" 56 "0" "3" 8 0 0 8 5 0 0 10 2 1
"2130" 56 "1" 56 "0" "3" 9 9 8 8 7 8 7 7 2 1
"2131" 48 "2" 2 "3" "2" 6 5 7 6 6 7 4 8 2 1
"2132" 75 "2" 2 "7" "3" 10 10 8 8 0 5 8 9 2 1
"2133" 76 "1" 76 "0" "3" 10 8 9 9 9 10 10 10 2 1
"2134" 23 "1" 23 "0" "2" 10 7 10 10 10 10 10 10 2 1
"2135" 60 "1" 60 "0" "2" 8 6 5 8 8 4 4 9 1 1
"2136" 62 "2" 2 "1" "3" 7 7 5 5 5 6 7 7 1 1
"2137" 53 "2" 2 "9" "2" 10 9 6 9 9 10 9 10 1 1
"2138" 68 "1" 68 "0" "3" 8 6 6 8 7 8 7 9 1 1
"2139" 47 "1" 47 "0" "2" 8 9 7 9 8 8 7 8 2 1
"2140" 46 "1" 46 "0" "2" 8 6 9 8 8 7 7 8 2 1
"2141" 40 "1" 40 "0" "3" 10 9 10 9 9 9 9 10 3 1
"2142" 70 "1" 70 "0" "3" 10 9 9 9 9 9 9 10 2 1
"2143" 66 "1" 66 "0" "3" 9 9 9 9 8 9 9 9 1 1
"2144" 66 "1" 66 "0" "3" 9 5 10 9 8 6 6 9 1 1
"2145" 39 "1" 39 "0" "3" 7 7 8 2 7 7 0 10 3 1
"2146" 57 "1" 57 "0" "3" 9 9 9 9 9 8 6 9 3 1
"2147" 58 "1" 58 "0" "3" 8 10 6 8 8 7 6 10 1 1
"2148" 59 "1" 59 "0" "3" 0 0 8 10 4 0 0 0 2 1
"2149" 77 "2" 2 "8" "3" 9 8 8 10 8 8 10 8 1 1
"2150" 61 "1" 61 "0" "3" 8 6 7 7 7 8 8 10 1 1
"2151" 48 "2" 2 "1" "3" 10 6 9 10 9 10 10 10 1 1
"2152" 25 "2" 2 "8" "2" 8 9 8 9 9 9 7 10 1 1
"2153" 75 "1" 75 "0" "3" 10 10 10 10 10 10 10 10 1 1
"2154" 86 "1" 86 "0" "3" 10 9 0 10 10 10 10 10 2 1
"2155" 38 "2" 2 "8" "2" 10 7 9 9 8 0 0 5 2 1
"2156" 50 "1" 50 "0" "3" 10 9 10 10 10 10 10 10 4 1
"2157" 33 "1" 33 "0" "2" 9 8 9 8 0 8 8 9 1 1
"2158" 73 "1" 73 "0" "3" 9 8 7 8 0 9 8 9 1 1
"2159" 34 "1" 34 "0" "2" 6 6 6 7 7 7 4 6 3 1
"2160" 45 "2" 2 "1" "2" 7 7 7 7 7 7 7 6 1 1
"2161" 20 "1" 20 "0" "2" 10 10 10 10 9 10 10 10 1 1
"2162" 20 "1" 20 "0" "2" 6 7 6 7 7 6 2 7 1 1
"2163" 45 "1" 45 "0" "2" 9 9 9 9 8 9 8 10 1 1
"2164" 35 "1" 35 "0" "2" 7 7 7 7 7 6 7 6 1 1
"2165" 47 "1" 47 "0" "3" 10 3 10 10 0 10 10 10 1 1
"2166" 51 "1" 51 "0" "2" 8 7 8 8 8 8 9 9 3 1
"2167" 25 "1" 25 "0" "2" 10 10 10 10 10 9 10 10 2 2
"2168" 25 "1" 25 "0" "2" 10 10 10 10 10 9 10 10 2 2
"2169" 25 "1" 25 "0" "2" 10 10 10 10 10 9 10 10 2 2
"2170" 25 "1" 25 "0" "2" 10 10 10 10 10 9 10 10 2 2
"2171" 63 "1" 63 "0" "3" 5 9 9 6 8 10 5 9 1 1
"2172" 33 "1" 33 "0" "2" 10 10 10 10 10 10 10 10 2 1
"2173" 48 "1" 48 "0" "2" 10 10 10 10 10 10 10 10 1 1
"2174" 28 "2" 2 "9" "3" 10 10 10 10 10 10 10 10 3 1
"2175" 66 "2" 2 "8" "3" 10 10 10 10 10 10 10 10 1 1
"2176" 69 "2" 2 "5" "3" 10 10 10 10 10 10 10 10 1 1
"2177" 30 "1" 30 "0" "1" 5 3 7 5 5 7 7 8 2 1
"2178" 66 "2" 2 "3" "2" 7 6 5 10 10 4 10 8 1 1
"2179" 59 "1" 59 "0" "3" 5 4 3 10 9 7 8 8 2 1
"2180" 27 "2" 2 "8" "2" 10 10 4 10 10 10 10 9 2 1
"2181" 78 "2" 2 "9" "3" 5 9 5 7 6 7 6 10 1 1
"2182" 48 "1" 48 "0" "3" 7 7 7 5 5 5 4 4 1 1
"2183" 54 "1" 54 "0" "3" 10 9 10 0 10 10 10 10 1 1
"2184" 44 "1" 44 "0" "2" 5 4 7 0 0 5 5 9 3 1
"2185" 53 "1" 53 "0" "3" 6 5 7 5 4 4 4 6 2 1
"2186" 61 "2" 2 "3" "3" 4 9 5 6 5 5 5 5 5 2
"2187" 61 "2" 2 "3" "3" 4 9 5 6 5 5 5 5 5 2
"2189" 61 "2" 2 "3" "3" 4 9 5 6 5 5 5 5 5 2
"2190" 63 "2" 2 "9" "3" 8 7 6 4 8 5 7 10 1 1
"2191" 57 "1" 57 "0" "3" 10 7 6 8 9 9 8 10 1 1
"2192" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2193" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2194" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2195" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2196" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2197" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2198" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2199" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2200" 32 "1" 32 "0" "2" 10 5 10 6 10 5 4 10 7 3
"2201" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2202" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2203" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2204" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2205" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2206" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2207" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2208" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2209" 34 "1" 34 "0" "2" 9 5 8 6 7 8 7 8 7 3
"2210" 42 "1" 42 "0" "3" 5 0 5 5 5 2 2 9 2 1
"2211" 39 "1" 39 "0" "3" 10 9 5 8 10 10 10 10 2 1
"2212" 49 "1" 49 "0" "1" 10 6 10 10 6 10 10 10 1 1
"2213" 31 "2" 2 "0" "1" 8 8 8 8 8 5 5 10 2 1
"2214" 33 "1" 33 "0" "2" 10 10 10 10 10 10 8 10 2 1
"2215" 25 "1" 25 "0" "2" 9 9 9 6 6 9 9 9 1 1
"2216" 32 "1" 32 "0" "2" 10 9 10 9 0 10 10 10 3 1
"2217" 80 "2" 2 "9" "3" 1 8 0 1 0 9 5 0 3 1
"2218" 36 "2" 2 "8" "3" 7 5 10 4 6 8 10 9 1 1
"2219" 46 "1" 46 "0" "2" 10 0 8 10 7 10 10 10 3 1
"2220" 37 "1" 37 "0" "3" 7 2 5 0 7 4 4 8 3 1
"2221" 54 "2" 2 "9" "3" 7 5 6 7 6 7 10 10 1 1
"2222" 57 "1" 57 "0" "3" 9 4 6 5 5 9 4 10 1 1
"2223" 44 "1" 44 "0" "3" 0 0 9 0 0 0 0 10 3 1
"2224" 51 "2" 2 "5" "3" 10 9 10 9 10 8 9 10 2 1
"2225" 62 "1" 62 "0" "3" 8 7 4 4 6 7 6 8 2 1
"2226" 46 "1" 46 "0" "2" 8 6 0 7 0 9 0 10 1 1
"2227" 49 "1" 49 "0" "2" 7 3 8 2 10 3 8 10 2 1
"2228" 40 "2" 2 "9" "1" 6 5 4 3 2 0 0 10 3 1
"2229" 37 "2" 2 "9" "2" 7 5 10 0 0 5 10 10 3 1
"2230" 38 "1" 38 "0" "2" 1 1 4 1 0 0 1 5 3 1
"2231" 58 "1" 58 "0" "3" 0 9 0 0 0 0 0 0 2 1
"2232" 27 "1" 27 "0" "2" 9 8 10 0 7 10 9 7 4 1
"2233" 64 "1" 64 "0" "3" 10 8 6 5 10 10 10 10 2 1
"2234" 39 "2" 2 "3" "3" 6 0 10 0 5 7 0 10 4 1
"2235" 34 "1" 34 "0" "2" 5 2 1 3 6 5 8 8 4 1
"2236" 40 "2" 2 "3" "2" 7 7 9 7 6 10 8 10 2 1
"2237" 51 "1" 51 "0" "3" 10 0 6 5 0 8 8 10 1 1
"2238" 51 "1" 51 "0" "2" 9 6 6 6 9 10 10 10 2 1
"2239" 32 "1" 32 "0" "2" 9 5 5 2 6 10 10 10 2 1
"2240" 68 "1" 68 "0" "3" 8 5 3 2 6 8 8 10 2 1
"2241" 63 "1" 63 "0" "3" 6 6 6 6 6 5 6 8 1 1
"2242" 65 "1" 65 "0" "3" 6 7 5 5 5 3 5 7 1 1
"2243" 42 "2" 2 "0" "3" 6 10 10 0 2 10 10 10 2 1
"2244" 67 "1" 67 "0" "3" 6 5 6 4 5 7 4 10 1 1
"2245" 87 "1" 87 "0" "3" 8 9 6 7 7 8 8 10 1 1
"2246" 43 "1" 43 "0" "2" 10 9 5 5 5 6 6 8 2 1
"2247" 27 "1" 27 "0" "3" 6 3 8 3 4 8 8 10 3 1
"2248" 35 "1" 35 "0" "3" 7 4 9 7 7 5 5 8 2 2
"2249" 35 "1" 35 "0" "3" 7 4 9 7 7 5 5 8 2 2
"2250" 35 "1" 35 "0" "3" 7 4 9 7 7 5 5 8 2 2
"2251" 35 "1" 35 "0" "3" 7 4 9 7 7 5 5 8 2 2
"2252" 37 "2" 2 "3" "3" 7 6 9 3 8 5 6 6 2 2
"2253" 37 "2" 2 "3" "3" 7 6 9 3 8 5 6 6 2 2
"2254" 37 "2" 2 "3" "3" 7 6 9 3 8 5 6 6 2 2
"2255" 37 "2" 2 "3" "3" 7 6 9 3 8 5 6 6 2 2
"2256" 51 "1" 51 "0" "2" 0 0 3 2 5 3 6 6 2 1
"2258" 77 "1" 77 "0" "3" 7 6 8 7 7 8 8 10 1 1
"2259" 45 "1" 45 "0" "2" 10 2 2 2 2 3 3 10 1 1
"2260" 42 "2" 2 "8" "2" 9 7 9 5 9 8 8 9 1 1
"2261" 41 "1" 41 "0" "3" 8 4 8 2 5 8 7 8 2 1
"2262" 47 "1" 47 "0" "3" 3 4 5 2 4 7 7 8 2 1
"2263" 53 "1" 53 "0" "3" 6 5 3 5 6 4 5 10 5 1
"2264" 68 "1" 68 "0" "3" 10 4 7 5 5 8 8 10 2 1
"2265" 53 "2" 2 "3" "3" 8 8 8 4 7 8 8 9 2 1
"2266" 49 "1" 49 "0" "3" 5 9 6 5 5 5 3 7 1 1
"2267" 28 "1" 28 "0" "2" 5 9 8 8 4 7 8 9 2 1
"2268" 34 "1" 34 "0" "2" 10 5 8 5 7 10 10 5 2 1
"2269" 57 "2" 2 "8" "2" 8 5 8 7 7 10 10 10 1 1
"2270" 53 "1" 53 "0" "3" 8 6 7 4 7 7 5 7 1 2
"2271" 53 "1" 53 "0" "3" 8 6 7 4 7 7 5 7 1 2
"2272" 53 "1" 53 "0" "3" 8 6 7 4 7 7 5 7 1 2
"2273" 53 "1" 53 "0" "3" 8 6 7 4 7 7 5 7 1 2
"2274" 37 "1" 37 "0" "2" 10 9 9 9 9 9 8 7 5 1
"2275" 56 "1" 56 "0" "3" 8 8 6 2 7 8 8 7 2 1
"2276" 57 "1" 57 "0" "3" 10 9 9 5 7 10 8 10 1 1
"2277" 42 "1" 42 "0" "3" 6 9 6 3 4 4 3 9 1 1
"2278" 69 "1" 69 "0" "3" 10 5 5 6 9 10 8 10 1 1
"2279" 29 "1" 29 "0" "2" 8 5 10 2 7 7 8 10 2 1
"2280" 67 "1" 67 "0" "3" 5 5 4 0 5 0 0 10 2 1
"2281" 39 "1" 39 "0" "2" 4 6 5 2 3 5 5 7 4 1
"2282" 44 "2" 2 "1" "2" 8 7 9 2 7 10 10 10 5 1
"2283" 31 "1" 31 "0" "3" 10 7 9 1 8 10 10 10 2 1
"2284" 55 "1" 55 "0" "2" 8 4 8 3 8 6 5 8 1 1
"2285" 30 "1" 30 "0" "2" 9 7 0 0 0 0 0 9 2 1
"2286" 50 "1" 50 "0" "3" 10 10 10 10 10 10 10 10 1 1
"2287" 76 "2" 2 "7" "3" 8 9 9 8 9 7 7 10 1 1
"2288" 41 "2" 2 "5" "2" 10 10 10 10 10 8 8 10 1 1
"2289" 63 "1" 63 "0" "3" 8 8 8 8 7 10 9 9 1 1
"2290" 36 "1" 36 "0" "2" 10 7 10 6 10 8 8 10 1 1
"2291" 32 "1" 32 "0" "3" 7 6 9 5 5 5 1 8 2 1
"2292" 62 "1" 62 "0" "3" 8 7 9 9 5 5 7 10 1 1
"2293" 50 "1" 50 "0" "3" 10 10 10 10 10 10 10 10 1 1
"2294" 81 "1" 81 "0" "3" 8 8 6 8 9 9 8 8 2 1
"2295" 39 "1" 39 "0" "2" 9 6 10 4 8 7 8 10 2 1
"2296" 53 "1" 53 "0" "3" 10 8 6 4 8 7 8 10 3 1
"2297" 50 "1" 50 "0" "3" 7 9 7 7 0 8 7 10 1 2
"2298" 50 "1" 50 "0" "3" 7 9 7 7 0 8 7 10 1 2
"2299" 50 "1" 50 "0" "3" 7 9 7 7 0 8 7 10 1 2
"2300" 50 "1" 50 "0" "3" 7 9 7 7 0 8 7 10 1 2
"2301" 37 "1" 37 "0" "3" 10 6 8 7 7 5 6 10 2 1
"2302" 63 "1" 63 "0" "3" 8 5 9 9 10 8 10 10 2 1
"2303" 74 "1" 74 "0" "3" 9 9 9 9 9 9 7 10 1 1
"2304" 30 "1" 30 "0" "2" 7 3 8 5 7 7 6 8 3 1
"2305" 44 "1" 44 "0" "2" 10 9 8 7 8 9 3 10 2 1
"2306" 83 "1" 83 "0" "3" 8 9 9 5 10 8 8 10 1 1
"2307" 36 "1" 36 "0" "2" 8 7 7 5 8 8 8 8 2 1
"2308" 58 "1" 58 "0" "3" 8 9 9 5 8 8 8 10 3 1
"2309" 49 "2" 2 "5" "2" 7 5 8 4 8 8 8 8 3 1
"2310" 56 "1" 56 "0" "3" 10 9 9 8 10 8 9 10 1 1
"2311" 74 "1" 74 "0" "3" 8 9 6 5 5 8 8 9 1 1
"2312" 73 "2" 2 "1" "3" 6 4 4 3 3 4 4 5 1 1
"2313" 40 "1" 40 "0" "3" 9 8 8 8 8 8 8 8 1 1
"2314" 44 "2" 2 "8" "2" 7 7 10 3 10 8 8 10 1 1
"2315" 27 "1" 27 "0" "2" 8 8 7 7 7 8 7 7 2 1
"2316" 50 "1" 50 "0" "3" 7 8 7 8 7 7 7 8 2 1
"2317" 42 "1" 42 "0" "2" 8 8 10 7 10 10 9 10 1 1
"2318" 35 "1" 35 "0" "2" 4 3 10 6 3 7 7 10 2 1
"2320" 40 "1" 40 "0" "2" 8 7 8 7 10 8 9 9 1 1
"2321" 41 "1" 41 "0" "2" 9 9 10 2 9 8 8 10 1 1
"2322" 86 "2" 2 "9" "3" 7 7 5 7 7 7 6 8 1 1
"2323" 65 "2" 2 "8" "3" 9 9 9 9 10 10 10 10 1 1
"2324" 58 "1" 58 "0" "2" 10 8 8 8 8 10 10 10 1 1
"2325" 45 "2" 2 "4" "2" 9 9 9 9 9 9 9 9 1 1
"2326" 70 "1" 70 "0" "3" 8 5 4 0 10 10 10 10 2 1
"2327" 44 "2" 2 "8" "3" 5 5 7 2 9 6 5 9 2 1
"2328" 57 "1" 57 "0" "3" 8 5 6 6 6 8 4 7 1 1
"2329" 67 "2" 2 "8" "3" 8 10 7 5 10 8 8 10 1 1
"2330" 47 "1" 47 "0" "2" 9 9 8 8 8 8 8 10 2 1
"2331" 47 "1" 47 "0" "3" 9 10 9 8 7 9 8 10 2 1
"2332" 74 "1" 74 "0" "3" 7 7 7 6 7 7 7 7 1 1
"2333" 60 "2" 2 "1" "3" 6 9 8 8 8 7 8 10 1 1
"2334" 54 "1" 54 "0" "3" 2 0 2 1 1 3 2 8 1 1
"2335" 63 "2" 2 "8" "3" 8 5 7 4 7 0 0 10 1 1
"2336" 51 "1" 51 "0" "3" 10 6 6 6 3 8 10 10 2 1
"2337" 65 "1" 65 "0" "3" 3 0 4 5 0 2 2 5 1 1
"2338" 68 "1" 68 "0" "3" 10 8 7 0 10 8 8 8 3 1
"2339" 35 "1" 35 "0" "2" 10 8 10 10 10 10 9 10 1 1
"2340" 41 "1" 41 "0" "3" 8 6 8 5 7 9 8 7 2 1
"2341" 42 "1" 42 "0" "2" 7 5 8 3 7 5 5 10 2 1
"2342" 42 "1" 42 "0" "3" 5 4 3 9 10 6 7 9 2 1
"2343" 19 "1" 19 "0" "2" 8 8 8 7 5 8 5 8 1 1
"2344" 45 "1" 45 "0" "3" 10 4 6 8 8 7 7 8 2 1
"2345" 60 "1" 60 "0" "3" 7 8 7 8 8 6 8 8 1 1
"2346" 39 "1" 39 "0" "2" 8 5 8 10 8 10 10 10 2 1
"2347" 59 "2" 2 "3" "2" 6 6 4 4 5 5 6 4 1 1
"2348" 52 "1" 52 "0" "2" 5 0 2 4 10 6 6 5 2 1
"2349" 30 "2" 2 "1" "2" 10 7 9 10 7 5 4 10 3 1
"2350" 39 "1" 39 "0" "2" 10 10 10 0 10 10 10 10 2 1
"2351" 57 "2" 2 "5" "3" 10 7 5 5 10 8 8 9 1 1
"2352" 74 "1" 74 "0" "3" 6 3 5 7 9 8 5 8 1 1
"2353" 63 "2" 2 "1" "3" 9 8 5 9 4 7 4 10 1 1
"2354" 36 "1" 36 "0" "3" 9 10 9 8 9 9 9 10 1 1
"2355" 51 "2" 2 "3" "3" 7 6 7 6 5 8 7 8 3 1
"2356" 53 "1" 53 "0" "3" 9 7 7 8 9 8 8 9 3 1
"2357" 66 "2" 2 "1" "3" 10 7 8 8 6 8 7 8 3 2
"2358" 66 "2" 2 "1" "3" 10 7 8 8 6 8 7 8 3 2
"2359" 66 "2" 2 "1" "3" 10 7 8 8 6 8 7 8 3 2
"2360" 66 "2" 2 "1" "3" 10 7 8 8 6 8 7 8 3 2
"2361" 54 "2" 2 "7" "3" 3 6 6 7 7 7 7 5 1 1
"2362" 35 "1" 35 "0" "2" 9 8 9 7 8 9 8 10 1 1
"2363" 34 "1" 34 "0" "2" 10 3 10 8 2 10 10 10 2 1
"2364" 56 "1" 56 "0" "3" 8 8 6 8 6 8 8 8 1 1
"2365" 58 "1" 58 "0" "3" 7 8 7 8 7 7 6 6 2 1
"2366" 58 "1" 58 "0" "3" 9 8 9 8 7 9 9 10 1 1
"2367" 75 "2" 2 "9" "3" 10 10 10 10 10 10 10 10 1 1
"2368" 75 "1" 75 "0" "3" 8 1 8 5 9 8 8 8 1 1
"2369" 45 "1" 45 "0" "3" 7 7 8 6 8 6 5 7 4 1
"2370" 46 "1" 46 "0" "2" 6 7 7 7 6 5 7 10 2 1
"2371" 36 "2" 2 "8" "2" 10 7 10 1 10 0 0 10 1 1
"2372" 40 "1" 40 "0" "3" 7 6 8 7 7 7 7 10 3 1
"2373" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2374" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2375" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2376" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2377" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2378" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2379" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2380" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2381" 20 "1" 20 "0" "2" 8 7 9 3 7 8 8 10 2 3
"2382" 37 "1" 37 "0" "3" 9 6 10 2 7 8 7 10 3 1
"2383" 29 "2" 2 "8" "3" 10 9 10 0 0 9 8 7 2 1
"2384" 54 "1" 54 "0" "2" 8 7 7 6 8 7 7 10 2 1
"2385" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2386" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2387" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2388" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2389" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2390" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2391" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2393" 27 "1" 27 "0" "2" 7 6 7 8 6 4 4 6 5 3
"2394" 36 "1" 36 "0" "2" 9 7 9 9 8 10 9 10 1 1
"2395" 79 "1" 79 "0" "3" 7 4 5 6 6 8 8 10 1 1
"2396" 32 "1" 32 "0" "2" 8 9 9 9 0 7 4 7 2 1
"2398" 57 "2" 2 "8" "3" 9 9 10 9 9 10 8 10 1 1
"2399" 37 "1" 37 "0" "2" 8 9 9 8 7 9 9 10 1 1
"2400" 49 "1" 49 "0" "2" 10 7 10 10 7 10 8 10 1 1
"2402" 47 "2" 2 "5" "2" 6 5 6 2 5 7 7 7 1 1
"2403" 35 "1" 35 "0" "2" 7 7 7 8 7 7 8 9 1 1
"2404" 27 "1" 27 "0" "2" 8 8 9 8 9 8 8 10 2 1
"2405" 63 "2" 2 "9" "2" 10 5 8 7 7 7 8 10 3 1
"2406" 47 "1" 47 "0" "3" 6 4 3 6 5 7 7 9 1 1
"2407" 88 "1" 88 "0" "3" 8 8 8 9 8 9 8 8 1 1
"2408" 70 "2" 2 "9" "3" 9 9 9 9 0 9 8 9 2 1
"2409" 33 "1" 33 "0" "2" 10 10 10 10 10 10 10 10 3 1
